id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total 
2474-LCNUE,nao,feminino,0,sim,nao,23.0,sim,sim,DSL,nao,nao,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),73.65,1642.75
2475-MROZF,nao,masculino,0,nao,nao,30.0,sim,sim,fibra otica,sim,sim,sim,sim,nao,nao,mes a mes,sim,cartao de credito (automatico),95.0,2852.4
2476-YGEFM,nao,feminino,0,nao,nao,29.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),76.0,2215.25
2478-EEWWM,nao,masculino,0,sim,nao,59.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,44.3,2666.75
2479-BRAMR,sim,masculino,1,sim,nao,41.0,sim,sim,fibra otica,sim,nao,sim,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),83.75,3273.55
2480-EJWYP,nao,feminino,1,sim,nao,58.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,um ano,sim,transferencia bancaria (automatica),97.8,5458.8
2480-JZOSN,nao,feminino,0,sim,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,20.65,20.65
2480-SQIOB,nao,masculino,0,sim,sim,4.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,44.8,169.65
2481-SBOYW,nao,feminino,0,nao,sim,61.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),25.0,1498.35
2482-CZGBB,sim,masculino,0,nao,nao,10.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.0,740.0
2483-XSSMZ,nao,feminino,0,nao,nao,39.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,um ano,sim,cheque eletronico,47.85,1886.4
2484-DGXPZ,sim,feminino,0,sim,sim,31.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,19.55,658.95
2485-ITVKB,sim,feminino,0,sim,nao,2.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,35.1,68.75
2486-WYVVE,nao,masculino,0,sim,nao,31.0,sim,sim,DSL,nao,nao,sim,sim,sim,sim,um ano,sim,cheque pelo correio,79.3,2484.0
2495-INZWQ,sim,masculino,0,nao,nao,4.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,44.55,174.3
2495-KZNFB,nao,feminino,0,nao,nao,33.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,90.65,2989.6
2495-TTHBQ,nao,feminino,0,nao,sim,4.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,20.4,84.75
2498-XLDZR,nao,feminino,0,sim,sim,32.0,sim,nao,DSL,sim,sim,sim,sim,nao,sim,dois anos,nao,cheque pelo correio,73.6,2316.85
2499-AJYUA,nao,feminino,1,sim,nao,72.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),110.8,7882.25
2501-XWWTZ,nao,masculino,0,nao,nao,11.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,70.2,760.05
2504-DSHIH,nao,masculino,1,sim,nao,23.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,86.8,1975.85
2506-CLAKW,sim,feminino,0,nao,nao,6.0,sim,nao,fibra otica,sim,sim,sim,sim,nao,sim,mes a mes,sim,transferencia bancaria (automatica),98.15,567.45
2506-TNFCO,sim,feminino,1,sim,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.55,69.55
2507-QZPQS,nao,masculino,0,nao,nao,15.0,sim,sim,fibra otica,nao,sim,nao,sim,nao,sim,mes a mes,nao,cheque eletronico,95.7,1451.1
2509-TFPJU,nao,masculino,0,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.75,1864.2
2511-ALLCS,nao,feminino,0,sim,sim,35.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.3,821.6
2511-MORQY,nao,masculino,0,sim,sim,50.0,sim,sim,DSL,nao,nao,sim,nao,nao,nao,um ano,nao,transferencia bancaria (automatica),54.9,2614.1
2514-GINMM,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,79.5,79.5
2516-VQRRV,sim,feminino,1,nao,nao,2.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,75.45,158.4
2516-XSJKX,nao,feminino,0,sim,sim,41.0,sim,nao,DSL,sim,sim,nao,sim,sim,sim,dois anos,nao,cheque eletronico,78.45,3126.45
2519-ERQOJ,nao,masculino,1,nao,nao,33.0,nao,sem servico de telefone,DSL,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,54.6,1803.7
2519-FAKOD,sim,masculino,0,nao,sim,38.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),99.25,3777.15
2519-LBNQL,nao,masculino,1,sim,nao,60.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,um ano,sim,cheque eletronico,104.35,6339.45
2519-TWKFS,nao,masculino,0,sim,sim,25.0,sim,sim,DSL,nao,nao,nao,sim,nao,nao,um ano,sim,cheque pelo correio,55.1,1466.1
2520-SGTTA,nao,feminino,0,sim,sim,24.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.0,480.0
2521-NPUZR,nao,masculino,0,sim,nao,70.0,sim,nao,fibra otica,sim,sim,sim,sim,nao,sim,dois anos,nao,cartao de credito (automatico),101.0,7085.5
2522-AHJXR,nao,masculino,0,sim,nao,60.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),109.45,6572.85
2522-WLNSF,nao,feminino,1,sim,nao,34.0,sim,nao,DSL,nao,nao,sim,sim,sim,nao,um ano,nao,transferencia bancaria (automatica),64.2,2106.3
2523-EWWZL,nao,feminino,0,sim,nao,27.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,76.1,2093.4
2525-GVKQU,nao,feminino,0,nao,nao,60.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.6,1093.0
2528-HFYZX,sim,masculino,1,sim,nao,17.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,76.45,1233.4
2530-ENDWQ,sim,feminino,0,sim,nao,71.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,dois anos,sim,transferencia bancaria (automatica),93.7,6585.35
2530-FMFXO,nao,masculino,0,sim,sim,56.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,dois anos,sim,cheque eletronico,103.2,5873.75
2533-QVMSK,sim,masculino,0,sim,nao,61.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,nao,dois anos,sim,cheque eletronico,94.1,5638.3
2533-TIBIX,nao,masculino,0,sim,sim,15.0,nao,sem servico de telefone,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),30.2,469.65
2535-PBCGC,nao,feminino,0,sim,nao,70.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),64.55,4504.9
2538-OIMXF,nao,feminino,0,nao,sim,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,24.7,24.7
2541-YGPKE,nao,masculino,0,sim,sim,42.0,sim,nao,DSL,sim,nao,nao,sim,nao,sim,um ano,nao,cartao de credito (automatico),63.7,2763.35
2542-HYGIQ,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.95,19.95
2545-EBUPK,nao,feminino,1,nao,nao,2.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,84.05,186.05
2545-LXYVJ,nao,masculino,0,sim,nao,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.7,1492.1
2546-KZAAT,nao,masculino,0,sim,nao,52.0,sim,nao,DSL,sim,sim,nao,nao,sim,sim,um ano,sim,cheque pelo correio,75.4,3865.45
2550-AEVRU,nao,feminino,0,sim,sim,57.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,um ano,nao,cheque eletronico,53.45,3053.0
2550-QHZGP,nao,masculino,0,nao,nao,7.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.5,128.6
2558-BUOZZ,nao,masculino,0,nao,nao,47.0,sim,sim,fibra otica,sim,sim,nao,nao,sim,nao,um ano,nao,transferencia bancaria (automatica),94.8,4535.85
2560-PPCHE,nao,feminino,0,nao,nao,65.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),105.05,6744.25
2560-QTSBS,nao,feminino,0,sim,sim,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,transferencia bancaria (automatica),23.3,1623.15
2560-WBWXF,nao,masculino,0,nao,nao,68.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),24.15,1498.85
2565-JSLRY,sim,masculino,0,nao,nao,1.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,24.05,24.05
2568-BRGYX,sim,masculino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.2,237.95
2568-OIADY,sim,feminino,0,sim,nao,37.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,99.5,3762.0
2569-WGERO,nao,feminino,0,nao,nao,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),21.15,1419.4
2573-GYRUU,nao,masculino,1,sim,nao,48.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,sim,cartao de credito (automatico),91.05,4370.75
2575-GFSOE,sim,feminino,0,sim,sim,7.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.0,506.9
2576-HXMPA,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),19.55,19.55
2577-GVSIL,nao,masculino,0,sim,sim,35.0,sim,sim,DSL,nao,nao,nao,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),73.45,2661.1
2578-JQPHZ,nao,masculino,0,nao,nao,44.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),100.1,4378.35
2580-ASVVY,nao,feminino,0,sim,nao,37.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,sim,nao,dois anos,nao,cheque eletronico,45.4,1593.1
2580-ATZSQ,nao,feminino,0,sim,sim,65.0,sim,nao,DSL,sim,sim,sim,nao,nao,nao,um ano,nao,transferencia bancaria (automatica),61.35,3874.1
2581-VKIRT,nao,feminino,0,sim,sim,59.0,sim,sim,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,cheque pelo correio,65.5,3801.3
2582-FFFZR,nao,feminino,0,nao,nao,22.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,50.6,1073.3
2585-KTFRE,nao,masculino,0,nao,sim,1.0,sim,nao,DSL,sim,sim,nao,sim,nao,sim,mes a mes,sim,transferencia bancaria (automatica),70.45,70.45
2586-CWXVV,nao,masculino,0,sim,nao,54.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,30.4,1621.35
2587-EKXTS,nao,masculino,0,nao,nao,44.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,111.5,4915.15
2587-YNLES,nao,feminino,0,sim,sim,6.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,20.1,100.35
2589-AYCRP,nao,feminino,0,nao,nao,50.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,transferencia bancaria (automatica),19.75,989.05
2592-HODOV,nao,masculino,0,nao,nao,13.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),19.3,259.65
2592-SEIFQ,sim,masculino,0,nao,nao,3.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,24.75,66.95
2592-YKDIF,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.35,20.35
2595-KIWPV,nao,masculino,0,nao,sim,27.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.7,509.3
2599-CIPQE,nao,masculino,0,sim,sim,71.0,sim,nao,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),109.3,7782.85
2599-CZABP,nao,masculino,0,sim,nao,14.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,um ano,nao,cheque eletronico,44.6,641.25
2603-HVKCG,nao,masculino,0,nao,nao,31.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,101.4,3143.65
2604-IJPDU,nao,feminino,0,sim,nao,20.0,sim,nao,fibra otica,sim,sim,nao,sim,sim,nao,mes a mes,sim,cheque eletronico,96.55,1901.65
2604-XVDAM,nao,feminino,0,nao,nao,12.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),43.8,540.95
2606-PKWJB,nao,masculino,0,nao,sim,40.0,nao,sem servico de telefone,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,cheque pelo correio,40.25,1564.05
2606-RMDHZ,sim,masculino,0,nao,nao,6.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),30.5,208.7
2607-DHDAK,nao,masculino,0,sim,sim,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.8,1414.65
2607-FBDFF,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,nao,cartao de credito (automatico),49.0,49.0
2608-BHKFN,sim,feminino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),70.05,266.9
2609-IAICY,sim,feminino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,77.15,77.15
2612-PHGOX,nao,masculino,0,sim,nao,64.0,sim,sim,DSL,nao,sim,sim,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),76.1,4818.8
2612-RANWT,sim,feminino,0,nao,nao,12.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),100.15,1164.3
2612-RRIDN,sim,masculino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,81.0,340.85
2615-YVMYX,nao,masculino,1,sim,nao,71.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,107.5,7713.55
2616-FLVQC,nao,masculino,0,nao,nao,64.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.55,1240.15
2616-UUTFK,nao,masculino,0,sim,nao,33.0,sim,sim,DSL,sim,sim,sim,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),72.75,2447.45
2619-WFQWU,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,70.15,70.15
2621-UDNLU,nao,feminino,0,sim,nao,3.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.85,72.0
2623-DRYAM,nao,feminino,0,sim,nao,70.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,um ano,sim,cheque eletronico,101.75,7069.3
2625-TRCZQ,nao,feminino,0,sim,nao,51.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,49.65,2553.35
2626-URJFX,sim,masculino,0,sim,sim,4.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.9,225.6
2626-VEEWG,nao,masculino,0,sim,sim,67.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),19.4,1284.2
2632-IVXVF,nao,feminino,0,sim,sim,68.0,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),111.75,7511.3
2632-TACXW,nao,feminino,0,sim,nao,62.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),23.65,1416.75
2632-UCGVD,sim,masculino,1,sim,nao,66.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),100.05,6871.9
2634-HCZGT,sim,masculino,1,sim,nao,53.0,sim,sim,DSL,sim,nao,nao,sim,nao,nao,um ano,sim,cheque eletronico,60.05,3229.65
2636-ALXXZ,sim,feminino,1,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.6,69.6
2636-OHFMN,sim,masculino,0,sim,nao,4.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,48.55,201.0
2636-SJDOU,nao,masculino,0,nao,nao,64.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,nao,um ano,sim,cartao de credito (automatico),84.3,5289.05
2637-FKFSY,nao,feminino,0,sim,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,46.1,130.15
2639-UGMAZ,nao,masculino,1,nao,nao,71.0,nao,sem servico de telefone,DSL,sim,sim,nao,nao,sim,sim,um ano,sim,cheque eletronico,56.45,3985.35
2640-LYMOV,nao,masculino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,19.65,38.8
2640-PMGFL,sim,masculino,0,nao,sim,27.0,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,79.5,2180.55
2642-DTVCO,sim,masculino,1,nao,nao,9.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,85.05,746.5
2642-MAWLJ,nao,feminino,0,sim,sim,36.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.25,717.95
2645-QTLMB,sim,masculino,0,nao,nao,7.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,94.25,669.0
2649-HWLYB,nao,masculino,0,sim,nao,65.0,sim,sim,DSL,sim,nao,sim,sim,nao,sim,dois anos,nao,transferencia bancaria (automatica),76.15,4929.55
2650-GYRYL,nao,masculino,0,sim,sim,33.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,transferencia bancaria (automatica),19.45,600.25
2651-ZCBXV,nao,masculino,0,nao,nao,54.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,dois anos,sim,cartao de credito (automatico),108.0,5760.65
2654-VBVPB,nao,feminino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,transferencia bancaria (automatica),19.9,19.9
2656-FMOKZ,sim,feminino,1,nao,nao,15.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,74.45,1145.7
2656-TABEH,sim,masculino,0,sim,nao,4.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,100.2,420.2
2657-ALMWY,sim,feminino,1,sim,nao,26.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,nao,cheque eletronico,84.95,2169.75
2657-VPXTA,nao,feminino,0,sim,sim,10.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,88.85,929.45
2659-VXMWZ,sim,masculino,0,sim,sim,67.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,um ano,sim,cheque eletronico,111.3,7482.1
2660-EMUBI,sim,masculino,1,nao,nao,10.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,95.35,898.35
2661-GKBTK,nao,masculino,0,sim,sim,60.0,sim,nao,DSL,nao,sim,nao,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),76.95,4543.95
2662-NNTDK,nao,masculino,0,nao,nao,65.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),24.8,1600.95
2664-XJZNO,nao,masculino,0,sim,sim,72.0,sim,nao,fibra otica,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),104.9,7559.55
2665-NPTGL,nao,feminino,1,sim,nao,26.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),98.1,2510.7
2667-WYLWJ,sim,feminino,0,sim,sim,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,19.75,145.0
2668-TZSPS,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.45,20.45
2669-OIDSD,nao,feminino,0,sim,nao,48.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),100.05,4834.0
2669-QVCRG,nao,feminino,0,nao,nao,41.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),81.3,3190.65
2672-DZUOY,sim,masculino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,25.15,25.15
2672-HUYVI,sim,feminino,0,nao,nao,6.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,91.1,455.3
2672-OJQZP,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,44.75,44.75
2672-TGEFF,nao,feminino,0,sim,sim,37.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,88.8,3340.55
2673-CXQEU,nao,feminino,1,nao,nao,56.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,um ano,nao,cheque eletronico,110.5,6139.5
2673-ZALNP,nao,feminino,0,nao,nao,7.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.9,173.15
2674-MIAHT,nao,feminino,0,nao,nao,4.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,80.3,324.2
2674-MLXMN,nao,feminino,1,nao,nao,71.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cartao de credito (automatico),99.65,6951.15
2675-DHUTR,nao,masculino,1,sim,nao,58.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,98.9,5780.7
2675-IJRGJ,nao,masculino,0,nao,nao,53.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.65,978.0
2675-OTVVJ,nao,masculino,1,sim,nao,31.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,nao,mes a mes,nao,cheque eletronico,89.45,2807.65
2676-ISHSF,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.3,20.3
2676-OXPPQ,nao,masculino,0,nao,nao,6.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),55.7,335.65
2676-SSLTO,nao,masculino,0,nao,nao,49.0,sim,sim,DSL,nao,nao,nao,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),66.15,3199.0
2680-XKKNJ,nao,feminino,0,nao,nao,8.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,um ano,nao,transferencia bancaria (automatica),58.2,469.25
